Customer_ID,First_Name,Last_Name,Email,Email status,Phone,phone number,phone status,City,Loyalty_Tier,Registration_Date,Total_Purchases,Lifetime_Value,Age,Gender
CUST0102,Vikram,Sharma,rohit.verma88@gmail.com,OK,916549262370,6549262370,yes,Mumbai,Gold,2022-04-17,67,4234.61,26,Male
CUST0035,Neha,Singh,divya.das1@gmail.com,OK,918448819206,8448819206,yes,Kolkata,Gold,2023-07-17,82,126018.27,29,Male
CUST0122,Divya,Singh,amit.pillai27@gmail.com,OK,918738568701,8738568701,yes,Mumbai,Gold,2019-07-30,18,40814.77,29,Male
CUST0010,Rohit,Singh,arjun.joshi15@gmail.com,OK,916888087890,6888087890,yes,Kolkata,Gold,2020-05-28,118,168787.49,30,Male
CUST0021,Kiran,Chopra,kiran.yadav93@gmail.com,OK,916171389355,6171389355,yes,Bangalore,Silver,2023-07-25,18,153745.06,65,Female
CUST0022,Sanjay,Reddy,arjun.srivastava67@gmail.com,OK,918785392585,8785392585,yes,Ahmedabad,Silver,2020-06-04,90,50167.99,24,Female
CUST0009,Rohit,Mehta,swati.gupta94@yahoo.com,OK,918871553289,8871553289,yes,Kolkata,Platinum,2020-09-06,111,66384.61,30,Male
CUST0107,Pooja,Iyer,suresh.das10@gmail.com,OK,918703855522,8703855522,yes,Chennai,Platinum,2020-01-12,104,131828.74,32,Male
CUST0025,Anita,Mehta,sanjay.singh72@gmail.com,OK,919022524173,9022524173,yes,Delhi,Bronze,2022-07-13,76,147654.99,54,Male
CUST0115,Anita,Pillai,sanjay.iyer85@yahoo.com,OK,917109216714,7109216714,yes,Kolkata,Gold,2023-03-04,104,128360.33,31,Male
CUST0027,Meera,Malhotra,deepa.srivastava61@gmail.com,OK,918721149457,8721149457,yes,Jaipur,Silver,2021-07-10,59,92436.51,61,Male
CUST0149,Swati,Sharma,manoj.yadav85@gmail.com,OK,918833169800,8833169800,yes,Chennai,Platinum,2022-07-07,30,14542.43,32,Male
CUST0029,Ravi,Verma,anita.reddy36@yahoo.com,OK,917174653422,7174653422,yes,Mumbai,Bronze,2020-11-16,96,104467.25,62,Female
CUST0030,Deepa,Joshi,anita.das83@gmail.com,OK,919585749068,9585749068,yes,Ahmedabad,Bronze,2020-06-16,82,196432.11,60,Female
CUST0108,Sanjay,Rao,anita.gupta53@gmail.com,OK,918201784149,8201784149,yes,Jaipur,Gold,2023-10-16,89,108021.83,34,Male
CUST0074,Sanjay,Bose,kavya.mehta49@gmail.com,OK,916645277642,6645277642,yes,Bangalore,Gold,2020-11-21,103,161202.31,36,Female
CUST0033,Divya,Chopra,ravi.reddy16@gmail.com,OK,918485203088,8485203088,yes,Jaipur,Bronze,2022-02-21,56,62765.82,28,Female
CUST0079,Neha,Verma,rohit.verma38@gmail.com,OK,919080791678,9080791678,yes,Jaipur,Gold,2021-04-08,1,27379.07,37,Male
CUST0132,Amit,Verma,swati.pillai89@gmail.com,OK,917929313730,7929313730,yes,Lucknow,Gold,2021-12-09,63,121387.75,37,Male
CUST0103,Rahul,Mehta,sunita.verma69@gmail.com,OK,918463105817,8463105817,yes,Chennai,Platinum,2021-12-02,98,171437.44,34,Female
CUST0090,Arjun,Joshi,amit.patel29@gmail.com,OK,918900088306,8900088306,yes,Ahmedabad,Platinum,2022-12-25,92,166354.24,35,Female
CUST0084,Kavya,Nair,vikram.mehta20@gmail.com,OK,917780752198,7780752198,yes,Hyderabad,Platinum,2020-12-04,113,139559.04,38,Male
CUST0039,Kavya,Iyer,anita.malhotra43@gmail.com,OK,917625724671,7625724671,yes,Delhi,Silver,2021-04-23,117,51035.89,39,Female
CUST0046,Anita,Verma,rohit.rao51@yahoo.com,OK,918219050244,8219050244,yes,Lucknow,Gold,2022-03-27,57,126765.34,38,Male
CUST0100,Sanjay,Mehta,kiran.kumar13yahoo.com,INVALID,917046556006,7046556006,yes,Kolkata,Platinum,2021-01-13,81,76119.19,40,Male
CUST0037,Suresh,Bose,kiran.das27@gmail.com,OK,917617740533,7617740533,yes,Kolkata,Platinum,2020-12-05,69,187515.47,43,Female
CUST0043,Deepa,Sharma,kavya.das67@gmail.com,OK,919857853947,9857853947,yes,Ahmedabad,Bronze,2022-10-23,30,172799.7,56,Male
CUST0070,Ravi,Srivastava,kavya.verma97gmail.com,INVALID,918209937925,8209937925,yes,Pune,Platinum,2023-11-14,39,46918.59,43,Male
CUST0045,Rohit,Das,pooja.rao33@gmail.com,OK,916334309386,6334309386,yes,Pune,Bronze,2020-02-12,12,23029.23,40,Female
CUST0026,Neha,Sharma,swati.mehta2gmail.com,INVALID,918239279558,8239279558,yes,Jaipur,GOLD,2019-07-17,77,7185.3,40,Male
CUST0047,Anita,Patel,rohit.reddy14@gmail.com,OK,917080555408,7080555408,yes,Lucknow,Bronze,2022-03-25,40,65240.44,53,Female
CUST0145,Meera,Verma,manoj.pillai18@gmail.com,OK,919523819579,9523819579,yes,Delhi,Platinum,2020-05-21,92,141832.54,45,Male
CUST0049,Suresh,Reddy,ravi.malhotra85@gmail.com,OK,919896576569,9896576569,yes,Kolkata,Silver,2022-08-22,53,55581.96,41,Female
CUST0050,Pooja,Srivastava,kiran.singh64@yahoo.com,OK,916957345013,6957345013,yes,Bangalore,Silver,2022-01-07,34,24370.09,44,Female
CUST0067,Ravi,Pillai,sanjay.singh7@gmail.com,OK,916711271599,6711271599,yes,Delhi,Gold,2021-08-07,63,140414.96,41,Female
CUST0044,Manoj,Mehta,sunita.mehta22@gmail.com,OK,919588312351,9588312351,yes,Kolkata,Platinum,2022-05-25,104,43948.76,46,Male
CUST0008,Deepa,Bose,deepa.reddy46@gmail.com,OK,916183860832,6183860832,yes,Chennai,Gold,2021-09-23,46,158389.23,42,Male
CUST0054,Meera,Nair,swati.shah42@gmail.com,OK,919510005169,9510005169,yes,Mumbai,Bronze,2020-12-28,1,156803.31,70,Female
CUST0020,Ravi,Kumar,arjun.sharma91@gmail.com,OK,916199447370,6199447370,yes,Mumbai,Gold,2020-03-17,57,24831.33,44,Male
CUST0056,Deepa,Patel,anita.gupta51@gmail.com,OK,917481902553,7481902553,yes,Lucknow,Silver,2022-10-10,105,119444.35,38,Female
CUST0031,Meera,Yadav,anita.kumar59@gmail.com,OK,919186477946,9186477946,yes,Bangalore,Gold,2021-01-09,113,94828.7,45,Male
CUST0058,Rahul,Singh,swati.srivastava39@gmail.com,OK,919404437849,9404437849,yes,Kolkata,Bronze,2021-09-25,109,18351.24,33,Female
CUST0028,Swati,Gupta,deepa.kumar97gmail.com,INVALID,919563307395,9563307395,yes,Mumbai,Platinum,2023-03-05,81,154313.7,47,Male
CUST0053,Rahul,Sharma,deepa.singh14@gmail.com,OK,917515685383,7515685383,yes,Chennai,Gold,2020-08-05,2,8877.68,45,Female
CUST0061,Swati,Srivastava,kavya.patel87@yahoo.com,OK,918595066420,8595066420,yes,Delhi,Bronze,2021-07-04,37,123919.65,31,Female
CUST0062,Kavya,Yadav,deepa.srivastava70@gmail.com,OK,916028336833,6028336833,yes,Delhi,Silver,2023-12-27,61,186204.33,42,Male
CUST0099,Swati,Shah,priya.pillai84yahoo.com,INVALID,916096405016,6096405016,yes,Pune,Platinum,2023-11-03,55,127786.2,47,Male
CUST0123,Deepa,Bose,neha.verma53@gmail.com,OK,916079972435,6079972435,yes,Mumbai,Gold,2019-07-15,38,97331.37,49,Male
CUST0060,Suresh,Iyer,divya.verma26yahoo.com,INVALID,919810374469,9810374469,yes,Chennai,Gold,2023-02-17,45,18734.61,52,Male
CUST0066,Neha,Mehta,pooja.sharma67@yahoo.com,OK,917889350539,7889350539,yes,Jaipur,Silver,2020-08-09,119,129092.69,34,Male
CUST0017,Rohit,Singh,swati.sharma88@gmail.com,OK,919942358816,9942358816,yes,Kolkata,Gold,2022-11-15,120,168387.09,53,Female
CUST0068,Suresh,Pillai,rohit.gupta97@gmail.com,OK,916987802843,6987802843,yes,Kolkata,Silver,2022-07-17,97,158397.52,46,Male
CUST0069,Rohit,Malhotra,kavya.gupta19@gmail.com,OK,916331091398,6331091398,yes,Chennai,Silver,2019-10-24,62,25602.58,46,Female
CUST0121,Deepa,Shah,swati.iyer69@gmail.com,OK,918420663750,8420663750,yes,Kolkata,Platinum,2021-03-24,24,174761.81,48,Male
CUST0071,Kavya,Shah,neha.malhotra14@gmail.com,OK,918763712703,8763712703,yes,Kolkata,Silver,2019-12-10,2,196344.3,18,Male
CUST0072,Kiran,Srivastava,divya.nair96@gmail.com,OK,917206067650,7206067650,yes,Pune,Silver,2022-08-04,99,157818.08,64,Male
CUST0073,Swati,Reddy,sanjay.nair66@gmail.com,OK,916908459040,6908459040,yes,Mumbai,Silver,2023-07-13,56,151461.16,20,Female
CUST0019,Neha,Joshi,pooja.malhotra6@yahoo.com,OK,919786236940,9786236940,yes,Lucknow,Gold,2019-05-03,71,165736.28,53,Female
CUST0075,Manoj,Singh,arjun.das7yahoo.com,INVALID,916802753761,6802753761,yes,Kolkata,Silver,2021-05-13,38,88024.42,56,Female
CUST0076,Sunita,Reddy,suresh.verma80@gmail.com,OK,916675844672,6675844672,yes,Lucknow,Silver,2022-07-16,77,38996.58,19,Male
CUST0077,Rahul,Chopra,ravi.nair82@gmail.com,OK,917555735702,7555735702,yes,Hyderabad,Silver,2022-06-08,30,138005.37,51,Male
CUST0078,Kiran,Patel,neha.yadav70@gmail.com,OK,918585657398,8585657398,yes,Hyderabad,Silver,2022-03-16,102,71954.42,26,Female
CUST0091,Suresh,Rao,arjun.reddy47@yahoo.com,OK,918056493243,8056493243,yes,Bangalore,Gold,2020-07-01,95,182937.56,53,Female
CUST0080,Divya,Joshi,amit.joshi23@gmail.com,OK,919508795329,9508795329,yes,Kolkata,Silver,2023-10-05,71,179783.28,18,Male
CUST0081,Swati,Iyer,sunita.iyer6gmail.com,INVALID,916508224423,6508224423,yes,Lucknow,Bronze,2019-05-27,48,97317.78,37,Male
CUST0082,Swati,Sharma,divya.gupta17@yahoo.com,OK,918839444315,8839444315,yes,Pune,Bronze,2019-06-12,25,87781.25,32,Female
CUST0083,Kavya,Nair,suresh.sharma43@gmail.com,OK,916989329953,6989329953,yes,Lucknow,Bronze,2019-11-28,53,59295.56,31,Male
CUST0038,Amit,Bose,ravi.reddy47@gmail.com,OK,918807514105,8807514105,yes,Pune,Platinum,2019-02-10,40,104424.79,50,Male
CUST0085,Sunita,Singh,swati.mehta81@gmail.com,OK,919483959915,9483959915,yes,Kolkata,Bronze,2020-04-12,72,38360.28,19,Female
CUST0086,Meera,Verma,kavya.chopra74@gmail.com,OK,917418304567,7418304567,yes,Chennai,Bronze,2020-10-04,56,37732.03,67,Male
CUST0092,Suresh,Patel,swati.srivastava61@gmail.com,OK,918057380250,8057380250,yes,Pune,Platinum,2022-05-24,83,111126.8,50,Male
CUST0094,Rohit,Iyer,anita.shah80@yahoo.com,OK,918537427612,8537427612,yes,Jaipur,Gold,2021-03-20,107,31427.58,54,Female
CUST0114,Arjun,Sharma,amit.pillai98@gmail.com,OK,916714430728,6714430728,yes,Bangalore,Gold,2020-05-30,69,64858.71,54,Male
CUST0042,Priya,Iyer,anita.sharma44@gmail.com,OK,918806059083,8806059083,yes,Chennai,Platinum,2023-11-12,70,177560.16,52,Female
CUST0057,Swati,Pillai,kavya.malhotra18@yahoo.com,OK,918091054466,8091054466,yes,Jaipur,Gold,2021-11-11,98,74594.03,56,Male
CUST0036,Deepa,Shah,swati.shah82@gmail.com,OK,916746679280,6746679280,yes,Jaipur,Platinum,2020-06-11,82,8916.09,53,Male
CUST0093,Kavya,Mehta,rahul.rao86gmail.com,INVALID,916904966590,6904966590,yes,Jaipur,Silver,2022-08-13,50,14240.88,53,Female
CUST0130,Deepa,Rao,anita.rao37@gmail.com,OK,916368287033,6368287033,yes,Kolkata,Gold,2023-04-28,90,51559.74,56,Female
CUST0059,Anita,Rao,divya.reddy92@gmail.com,OK,918070647070,8070647070,yes,Hyderabad,Platinum,2023-05-06,18,31960.84,54,Male
CUST0096,Kiran,Das,sunita.iyer33@gmail.com,OK,918779957226,8779957226,yes,Hyderabad,Silver,2023-12-23,29,53038.18,27,Male
CUST0097,Anita,Shah,kavya.sharma67@gmail.com,OK,919579275417,9579275417,yes,Hyderabad,Silver,2021-06-30,34,73738.99,24,Female
CUST0098,Priya,Mehta,neha.srivastava66gmail.com,INVALID,917764798660,7764798660,yes,Lucknow,Bronze,2023-05-19,11,643.61,20,Female
CUST0095,Vikram,Gupta,priya.reddy49@gmail.com,OK,916692547412,6692547412,yes,Ahmedabad,Platinum,2020-07-09,49,59486.7,54,Female
CUST0112,Manoj,Singh,priya.kumar46@gmail.com,OK,916630780803,6630780803,yes,Lucknow,Platinum,2020-04-25,84,110517.83,54,Female
CUST0101,Arjun,Rao,divya.das1@gmail.com,OK,916185303518,6185303518,yes,Bangalore,Bronze,2023-03-12,31,37514.09,27,Female
CUST0040,Rahul,Bose,swati.shah61@gmail.com,OK,917568937696,7568937696,yes,Jaipur,Gold,2019-09-06,45,127884.74,60,Male
CUST0105,Kavya,Bose,rahul.malhotra92@gmail.com,OK,916692044390,6692044390,yes,Bangalore,Platinum,2021-04-27,117,48137.92,55,Female
CUST0104,Meera,Rao,pooja.kumar96@gmail.com,OK,918544113848,8544113848,yes,Ahmedabad,Silver,2021-07-11,103,155315.31,41,Male
CUST0024,Rahul,Reddy,anita.chopra45@gmail.com,OK,916443348057,6443348057,yes,Lucknow,Platinum,2023-09-15,23,88870.71,58,Female
CUST0106,Suresh,Malhotra,amit.kumar7@yahoo.com,OK,916578635360,6578635360,yes,Mumbai,Bronze,2019-12-09,79,144340.21,33,Male
CUST0052,Rahul,Sharma,meera.srivastava23@gmail.com,OK,917743078982,7743078982,yes,Ahmedabad,Platinum,2023-05-18,39,2281.51,58,Male
CUST0088,Arjun,Yadav,deepa.srivastava9@gmail.com,OK,916486786005,6486786005,yes,Jaipur,Gold,2022-08-30,32,146614.28,62,Female
CUST0109,Sanjay,Das,sanjay.bose41@yahoo.com,OK,916168323465,6168323465,yes,Kolkata,Bronze,2019-02-17,88,77804.42,69,Female
CUST0110,Priya,Gupta,sunita.das1@gmail.com,OK,919825946852,9825946852,yes,Pune,Bronze,2019-09-14,35,105051.92,37,Male
CUST0111,Manoj,Chopra,swati.kumar97@gmail.com,OK,918457877922,8457877922,yes,Jaipur,Silver,2023-01-30,37,99761.06,23,Male
CUST0131,Arjun,Chopra,rohit.reddy63gmail.com,INVALID,916930261655,6930261655,yes,Kolkata,Platinum,2021-03-24,80,73587.63,59,Female
CUST0113,Rohit,Verma,sunita.pillai88@gmail.com,OK,916240140248,6240140248,yes,Delhi,Bronze,2022-09-17,96,122801.33,43,Female
CUST0055,Vikram,Nair,sanjay.bose78@gmail.com,OK,919726826559,9726826559,yes,Hyderabad,Gold,2020-10-27,67,95316.5,64,Female
CUST0116,Divya,Bose,deepa.das29@yahoo.com,OK,919961879157,9961879157,yes,Delhi,Gold,2022-12-06,35,22537.59,64,Female
CUST0018,Suresh,Reddy,vikram.chopra63@yahoo.com,OK,917952678750,7952678750,yes,Bangalore,Gold,2019-12-01,35,163541.52,65,Female
CUST0117,Meera,Rao,sanjay.das38@gmail.com,OK,916773255350,6773255350,yes,Mumbai,Silver,2023-03-16,53,104878.51,22,Female
CUST0065,Sanjay,Kumar,pooja.das37@gmail.com,OK,916596864325,6596864325,yes,Mumbai,Gold,2022-06-10,89,12425.14,65,Male
CUST0119,Kiran,Gupta,neha.sharma71@gmail.com,OK,917741421625,7741421625,yes,Ahmedabad,Silver,2020-03-07,110,167121.07,38,Female
CUST0034,Neha,Kumar,rahul.rao52@gmail.com,OK,918337965699,8337965699,yes,Delhi,Gold,2022-02-15,68,64951.11,68,Female
CUST0012,Anita,Verma,meera.bose84@gmail.com,OK,919898653873,9898653873,yes,Mumbai,Platinum,2023-10-25,111,11679.65,60,Male
CUST0120,Kavya,Shah,vikram.rao6@yahoo.com,OK,918574220936,8574220936,yes,Lucknow,Gold,2019-12-08,9,26389.97,68,Female
CUST0089,Suresh,Srivastava,deepa.bose70@gmail.com,OK,918068098256,8068098256,yes,Jaipur,Gold,2020-08-19,21,55427.23,70,Male
CUST0124,Kavya,Rao,kiran.singh21@yahoo.com,OK,919773167333,9773167333,yes,Hyderabad,Silver,2019-05-11,15,20201.34,70,Male
CUST0125,Sunita,Srivastava,swati.gupta25yahoo.com,INVALID,919090432112,9090432112,yes,Chennai,Platinum,2023-12-05,82,114416.93,62,Female
CUST0126,Meera,Shah,manoj.mehta97@gmail.com,OK,919126625885,9126625885,yes,Pune,Platinum,2021-08-27,59,167341.76,62,Male
CUST0127,Vikram,Rao,divya.malhotra83@gmail.com,OK,918842173377,8842173377,yes,Mumbai,Silver,2022-01-28,80,131755.29,54,Female
CUST0023,Sunita,Joshi,swati.rao56gmail.com,INVALID,917391874847,7391874847,yes,Lucknow,Platinum,2021-09-02,70,154359.45,67,Female
CUST0051,Kiran,Verma,priya.das56@gmail.com,OK,918217799930,8217799930,yes,Hyderabad,Gold,2019-12-24,20,157934.18,51,Female
CUST0064,Pooja,Joshi,meera.yadav74@gmail.com,OK,919788308237,9788308237,yes,Jaipur,Gold,2021-02-19,2,125213.9,52,Female
CUST0063,Suresh,Pillai,arjun.rao98@gmail.com,OK,918155373421,8155373421,yes,Lucknow,Platinum,2019-06-10,69,199396.13,67,Female
CUST0118,Neha,Srivastava,vikram.pillai87@gmail.com,OK,918218954863,8218954863,yes,Bangalore,Gold,2019-06-13,25,13802.63,52,Male
CUST0141,Manoj,Joshi,rahul.yadav75@gmail.com,OK,918580582653,8580582653,yes,Chennai,Platinum,2023-12-19,14,111824.97,67,Male
CUST0134,Neha,Verma,pooja.joshi1@gmail.com,OK,918024705373,8024705373,yes,Hyderabad,Silver,2019-06-20,42,186077.1,64,Male
CUST0135,Anita,Gupta,anita.bose36@gmail.com,OK,919725035441,9725035441,yes,Lucknow,Silver,2019-08-01,3,42143.25,69,Female
CUST0136,Kavya,Srivastava,vikram.reddy62@gmail.com,OK,918068750029,8068750029,yes,Delhi,Silver,2020-06-21,20,98535.4,54,Male
CUST0137,Pooja,Verma,neha.pillai63gmail.com,INVALID,916732578761,6732578761,yes,Bangalore,Bronze,2022-06-19,7,178008.58,42,Male
CUST0129,Divya,Rao,manoj.chopra43@gmail.com,OK,917217428333,7217428333,yes,Delhi,Gold,2019-02-23,35,140412.15,53,Female
CUST0139,Neha,Bose,vikram.das26@yahoo.com,OK,919566384410,9566384410,yes,Ahmedabad,Silver,2019-06-22,3,160303.48,67,Female
CUST0148,Manoj,Nair,kiran.singh58@yahoo.com,OK,918676674027,8676674027,yes,Jaipur,Platinum,2021-06-26,2,8610.3,67,Female
CUST0087,Amit,Sharma,amit.reddy68@yahoo.com,OK,919093474499,9093474499,yes,Kolkata,Platinum,2020-10-10,51,69859.1,70,Male
CUST0142,Kavya,Mehta,manoj.verma5@gmail.com,OK,916612943949,6612943949,yes,Jaipur,Silver,2021-03-09,37,187679.65,39,Female
CUST0143,Ravi,Das,divya.das61@gmail.com,OK,919412850018,9412850018,yes,Hyderabad,Silver,2020-09-25,35,83482.66,40,Female
CUST0144,Sunita,Chopra,vikram.patel51@yahoo.com,OK,918502446090,8502446090,yes,Chennai,Silver,2020-04-14,17,74129.2,41,Male
CUST0128,Suresh,Pillai,kavya.kumar33@yahoo.com,OK,919527470850,9527470850,yes,Lucknow,Platinum,2019-04-21,58,105401.36,70,Female
CUST0146,Priya,Chopra,kiran.kumar51@gmail.com,OK,919296344958,9296344958,yes,Lucknow,Bronze,2023-02-19,57,164816.77,44,Male
CUST0147,Manoj,Reddy,rahul.nair79@gmail.com,OK,916781186472,6781186472,yes,Jaipur,Silver,2020-08-04,94,53530.22,25,Female
CUST0011,Priya,Singh,ravi.gupta50@gmail.com,OK,0,0,no,Bangalore,Platinum,2022-02-25,42,190352.99,54.5,Male
CUST0048,Rohit,Sharma,priya.yadav16@gmail.com,OK,917616319802,7616319802,yes,Mumbai,Platinum,2022-08-23,47,33888.39,55.5,Female
CUST0150,Amit,Sharma,vikram.chopra46@yahoo.com,OK,918193890388,8193890388,yes,Lucknow,Silver,2019-09-16,12,61128.96,65,Male
